gene	rank	fdr	effect_size	#_active_guide-RNA
SCRT2	15927	1	-0.191233	0
SLC25A38	15928	1	-0.191284	0
EPHB6	15929	1	-0.191295	0
PLEKHO1	15930	1	-0.191298	0
WEE2	15931	1	-0.191339	0
ECHDC2	15932	1	-0.191356	0
CRYBA1	15933	1	-0.19136	0
KLRK1	15934	1	-0.191381	0
FER1L6	15935	1	-0.191442	0
TMEM176B	15936	1	-0.191453	0
ERCC6	15937	1	-0.191497	0
ANO2	15938	1	-0.191537	0
FRMPD4	15939	1	-0.191558	0
GRIN1	15940	1	-0.19158	0
ZMYND10	15941	1	-0.191648	0
PLAT	15942	1	-0.191683	0
ARL14EPL	15943	1	-0.191775	0
DEFB4B	15944	1	-0.191824	0
TXNDC16	15945	1	-0.191838	0
HAP1	15946	1	-0.191839	0
RHOD	15947	1	-0.191882	0
SLC14A2	15948	1	-0.191912	0
TAF15	15949	1	-0.191942	0
OR52B6	15950	1	-0.191969	0
KIAA1107	15951	1	-0.192193	0
SYCN	15952	1	-0.192216	0
TNFSF9	15953	1	-0.19222	0
RFX1	15954	1	-0.19222	0
STOML3	15955	1	-0.192239	0
LEAP2	15956	1	-0.192345	0
DEFB119	15957	1	-0.192347	0
DACT2	15958	1	-0.192418	0
ADGRD2	15959	1	-0.192437	0
NPPB	15960	1	-0.192462	0
CAST	15961	1	-0.192617	0
SCGB2B2	15962	1	-0.19266	0
PGLYRP4	15963	1	-0.192672	0
PCP2	15964	1	-0.192763	0
RDH12	15965	1	-0.192776	0
FAM83E	15966	1	-0.192828	0
TNNT1	15967	1	-0.192874	0
TNFAIP8	15968	1	-0.192897	0
LRP2BP	15969	1	-0.193049	0
GPR141	15970	1	-0.193063	0
MROH2B	15971	1	-0.193102	0
TXNDC8	15972	1	-0.19313	0
KHDRBS2	15973	1	-0.193148	0
PRSS45	15974	1	-0.19321	0
CXCR3	15975	1	-0.193274	0
F2	15976	1	-0.19333	0
DNAJC1	15977	1	-0.193359	0
CPA3	15978	1	-0.193437	0
ZDHHC15	15979	1	-0.193452	0
C20orf173	15980	1	-0.193562	0
IFI6	15981	1	-0.193586	0
FHL5	15982	1	-0.193834	0
MT1HL1	15983	1	-0.193848	0
PCSK4	15984	1	-0.193851	0
CLDN25	15985	1	-0.193855	0
TNNC1	15986	1	-0.193913	0
DRAM1	15987	1	-0.193951	0
SALL2	15988	1	-0.194009	0
CLEC4F	15989	1	-0.194025	0
NLRP2B	15990	1	-0.194056	0
RBP3	15991	1	-0.194075	0
ICOS	15992	1	-0.194327	0
APTX	15993	1	-0.19436	0
GMCL1	15994	1	-0.194467	0
CD82	15995	1	-0.194547	0
ARHGAP33	15996	1	-0.194608	0
CA13	15997	1	-0.194666	0
MSANTD1	15998	1	-0.194678	0
FCGR2A	15999	1	-0.194719	0
ZNF146	16000	1	-0.194731	0
TMEM220	16001	1	-0.194787	0
OR5D14	16002	1	-0.194883	0
RNFT2	16003	1	-0.194937	0
ADTRP	16004	1	-0.195005	0
RNF32	16005	1	-0.195008	0
TAS2R50	16006	1	-0.195029	0
SLC17A1	16007	1	-0.195105	0
IGFBP2	16008	1	-0.195126	0
KRT79	16009	1	-0.195193	0
DPP6	16010	1	-0.195358	0
CANX	16011	1	-0.195387	0
CLDN24	16012	1	-0.195422	0
AFG1L	16013	1	-0.195499	0
LHFPL1	16014	1	-0.19554	0
NID2	16015	1	-0.195786	0
TMEM217	16016	1	-0.195813	0
OVOL3	16017	1	-0.195856	0
CNTD2	16018	1	-0.196134	0
DUS3L	16019	1	-0.196157	0
LTA4H	16020	1	-0.196198	0
HNRNPA1	16021	1	-0.196214	0
IFITM10	16022	1	-0.196232	0
ICAM3	16023	1	-0.196358	0
C2orf73	16024	1	-0.196378	0
GLTSCR1L	16025	1	-0.196418	0
FAM173A	16026	1	-0.196686	0
KRTAP10-11	16027	1	-0.196725	0
GALNT3	16028	1	-0.196854	0
SLCO1C1	16029	1	-0.196866	0
BHMT	16030	1	-0.196959	0
VHLL	16031	1	-0.196978	0
MAGEB1	16032	1	-0.197008	0
SPDYE4	16033	1	-0.197054	0
EPB41L4B	16034	1	-0.197103	0
ZNF737	16035	1	-0.197361	0
CAMK1D	16036	1	-0.197361	0
C17orf107	16037	1	-0.197374	0
HIST1H3C	16038	1	-0.197437	0
FXR2	16039	1	-0.197464	0
CCDC159	16040	1	-0.197481	0
ZBTB22	16041	1	-0.197511	0
GCLC	16042	1	-0.197646	0
EGFL7	16043	1	-0.197679	0
MYRFL	16044	1	-0.197735	0
TAS1R2	16045	1	-0.197776	0
PCSK1N	16046	1	-0.197939	0
CD163L1	16047	1	-0.197983	0
ATG2A	16048	1	-0.198001	0
NAIP	16049	1	-0.198042	0
ZNF35	16050	1	-0.198085	0
OR8J1	16051	1	-0.198129	0
SPATA22	16052	1	-0.198208	0
TFF2	16053	1	-0.198243	0
AP1S3	16054	1	-0.198247	0
RSPO4	16055	1	-0.198421	0
STON1-GTF2A1L	16056	1	-0.198443	0
CCDC66	16057	1	-0.198519	0
GPR27	16058	1	-0.198651	0
TMEM247	16059	1	-0.198659	0
RPL22	16060	1	-0.198718	0
TMEM62	16061	1	-0.198753	0
MCIDAS	16062	1	-0.19876	0
CEACAM7	16063	1	-0.198774	0
CPA6	16064	1	-0.198848	0
PYGM	16065	1	-0.198897	0
PHGDH	16066	1	-0.19893	0
L3MBTL1	16067	1	-0.199039	0
SGMS1	16068	1	-0.199056	0
WDR53	16069	1	-0.199117	0
SERPINE3	16070	1	-0.199121	0
LOC283713	16071	1	-0.199176	0
DGAT2	16072	1	-0.199208	0
LOC102724957	16073	1	-0.199228	0
ISM1	16074	1	-0.199238	0
ZSWIM3	16075	1	-0.199358	0
OR7G1	16076	1	-0.199366	0
ANO9	16077	1	-0.199389	0
PFN1	16078	1	-0.199513	0
OR7D4	16079	1	-0.199536	0
ZNF490	16080	1	-0.199551	0
RAB13	16081	1	-0.199551	0
LSS	16082	1	-0.199565	0
AP3S1	16083	1	-0.199681	0
TUBB8	16084	1	-0.199743	0
TRIM29	16085	1	-0.199754	0
RGPD2	16086	1	-0.199765	0
CCDC33	16087	1	-0.19985	0
COL4A5	16088	1	-0.199877	0
OR6C65	16089	1	-0.200145	0
PRSS48	16090	1	-0.200299	0
FRRS1L	16091	1	-0.200301	0
FAM167A	16092	1	-0.200404	0
CD209	16093	1	-0.200608	0
PCDHB9	16094	1	-0.200713	0
SUOX	16095	1	-0.200763	0
JAKMIP1	16096	1	-0.200774	0
PITX1	16097	1	-0.200883	0
HID1	16098	1	-0.200894	0
FOXS1	16099	1	-0.201091	0
METTL26	16100	1	-0.201133	0
C5orf34	16101	1	-0.201156	0
LGALS4	16102	1	-0.20119	0
KRT26	16103	1	-0.201266	0
ZNF100	16104	1	-0.201279	0
HIST1H4H	16105	1	-0.201308	0
KRTAP10-1	16106	1	-0.201317	0
DUSP4	16107	1	-0.20134	0
KIT	16108	1	-0.201367	0
NUDT10	16109	1	-0.201398	0
MAML2	16110	1	-0.201402	0
AMOT	16111	1	-0.201448	0
CTAG1A	16112	1	-0.201528	0
SEC24A	16113	1	-0.201549	0
FBXO41	16114	1	-0.201561	0
WLS	16115	1	-0.201581	0
VWA5B2	16116	1	-0.201628	0
NEDD4	16117	1	-0.201689	0
MAGEA5	16118	1	-0.201709	0
SLC15A5	16119	1	-0.201735	0
KCNJ18	16120	1	-0.201847	0
PCDHA5	16121	1	-0.201876	0
NCALD	16122	1	-0.201885	0
OR3A1	16123	1	-0.201942	0
ESYT2	16124	1	-0.202202	0
SUSD3	16125	1	-0.202405	0
DDX50	16126	1	-0.202438	0
ZNF534	16127	1	-0.202447	0
DGKA	16128	1	-0.202504	0
COX14	16129	1	-0.202545	0
LYZL4	16130	1	-0.202546	0
POLR3GL	16131	1	-0.202566	0
C8G	16132	1	-0.202592	0
SIGLEC8	16133	1	-0.202624	0
CTPS2	16134	1	-0.202659	0
THAP5	16135	1	-0.202694	0
TOMM34	16136	1	-0.20273	0
MS4A8	16137	1	-0.202813	0
LIF	16138	1	-0.202921	0
OSBP2	16139	1	-0.202945	0
PBDC1	16140	1	-0.202956	0
C2CD5	16141	1	-0.202983	0
LXN	16142	1	-0.203121	0
MFN1	16143	1	-0.203161	0
HIST3H2BB	16144	1	-0.203194	0
KIAA0825	16145	1	-0.203242	0
BOLA1	16146	1	-0.203344	0
KCNE2	16147	1	-0.203407	0
STK17B	16148	1	-0.203435	0
PKLR	16149	1	-0.203454	0
EP300	16150	1	-0.203485	0
C1QA	16151	1	-0.203714	0
CD300LG	16152	1	-0.203725	0
ANKFN1	16153	1	-0.203786	0
NIPSNAP1	16154	1	-0.203809	0
C12orf29	16155	1	-0.203874	0
C1QTNF9B	16156	1	-0.203893	0
ZRANB1	16157	1	-0.203894	0
FAM43B	16158	1	-0.203923	0
ZNF806	16159	1	-0.204123	0
RC3H1	16160	1	-0.204201	0
PCDHGA1	16161	1	-0.204213	0
SPSB1	16162	1	-0.204287	0
FAM13A	16163	1	-0.204291	0
ZNF80	16164	1	-0.204377	0
CCR8	16165	1	-0.204483	0
DBH	16166	1	-0.20454	0
VWA8	16167	1	-0.204584	0
IAPP	16168	1	-0.204762	0
SCUBE3	16169	1	-0.204931	0
FAHD2B	16170	1	-0.204947	0
MTMR3	16171	1	-0.205023	0
NYAP2	16172	1	-0.205111	0
OSTN	16173	1	-0.205155	0
TPH1	16174	1	-0.205158	0
ISG20	16175	1	-0.205171	0
UHRF1BP1L	16176	1	-0.205231	0
USH1C	16177	1	-0.205239	0
LGALS1	16178	1	-0.205254	0
HLA-DQB1	16179	1	-0.20533	0
TMEM95	16180	1	-0.205419	0
SLC44A2	16181	1	-0.205424	0
MTSS1	16182	1	-0.205427	0
FOS	16183	1	-0.205445	0
RBMY1A1	16184	1	-0.205473	0
KRTAP6-3	16185	1	-0.205688	0
SLC35B3	16186	1	-0.20583	0
C11orf53	16187	1	-0.205841	0
TM7SF3	16188	1	-0.205917	0
TAAR1	16189	1	-0.205932	0
SP3	16190	1	-0.205973	0
RHO	16191	1	-0.205989	0
KLHL1	16192	1	-0.206042	0
STK32A	16193	1	-0.206202	0
FCGR2B	16194	1	-0.20621	0
TOPAZ1	16195	1	-0.206253	0
GBP3	16196	1	-0.206258	0
SPRY1	16197	1	-0.206304	0
LYSMD2	16198	1	-0.206352	0
FOXP3	16199	1	-0.206363	0
CHRNA5	16200	1	-0.206436	0
SGTB	16201	1	-0.206454	0
FAM49A	16202	1	-0.206607	0
DPCD	16203	1	-0.206719	0
ATF2	16204	1	-0.206795	0
ZNF90	16205	1	-0.206978	0
CCDC65	16206	1	-0.20714	0
CXCR2	16207	1	-0.207208	0
FGL1	16208	1	-0.207218	0
PJA2	16209	1	-0.207327	0
ZSCAN20	16210	1	-0.207331	0
FGB	16211	1	-0.20744	0
MON1B	16212	1	-0.207499	0
TGFBR1	16213	1	-0.207565	0
ZNF114	16214	1	-0.207618	0
C1orf167	16215	1	-0.207625	0
ADAMTS16	16216	1	-0.207707	0
PPFIA2	16217	1	-0.207709	0
VASP	16218	1	-0.207783	0
APOH	16219	1	-0.207789	0
SMARCA4	16220	1	-0.207819	0
CAPN12	16221	1	-0.207877	0
LMX1A	16222	1	-0.207933	0
LAD1	16223	1	-0.207949	0
C12orf80	16224	1	-0.207955	0
TAX1BP3	16225	1	-0.207976	0
MAGEB6	16226	1	-0.207977	0
COTL1	16227	1	-0.208011	0
ARPC5L	16228	1	-0.20809	0
PGAM5	16229	1	-0.208101	0
LRRC70	16230	1	-0.208258	0
BTN3A2	16231	1	-0.208269	0
SPINK6	16232	1	-0.208287	0
NMB	16233	1	-0.208315	0
OPN1LW	16234	1	-0.208317	0
OR4C16	16235	1	-0.208381	0
OC90	16236	1	-0.208464	0
TG	16237	1	-0.208532	0
PLA2G12B	16238	1	-0.208644	0
ANKRD65	16239	1	-0.208707	0
CAPRIN2	16240	1	-0.20877	0
SYNE2	16241	1	-0.208796	0
CD52	16242	1	-0.208821	0
KIR3DL1	16243	1	-0.208878	0
ALS2	16244	1	-0.208989	0
IGFL2	16245	1	-0.208995	0
MDM1	16246	1	-0.209088	0
FER	16247	1	-0.209193	0
TFDP3	16248	1	-0.209216	0
SAMD5	16249	1	-0.209307	0
ZNF626	16250	1	-0.209318	0
OR5M11	16251	1	-0.209343	0
SOX4	16252	1	-0.209344	0
BACE1	16253	1	-0.20936	0
OR2A2	16254	1	-0.209489	0
CCDC58	16255	1	-0.209519	0
PIP5K1B	16256	1	-0.209586	0
KDM6A	16257	1	-0.209633	0
SAA2	16258	1	-0.209661	0
PCDHGA12	16259	1	-0.20985	0
C1orf146	16260	1	-0.209894	0
CALR	16261	1	-0.209904	0
WNT3A	16262	1	-0.20991	0
MAPK8IP3	16263	1	-0.209935	0
ZNF107	16264	1	-0.209982	0
GPR88	16265	1	-0.210003	0
CSF3	16266	1	-0.210059	0
C1RL	16267	1	-0.210072	0
HIST1H2BG	16268	1	-0.21013	0
ANXA7	16269	1	-0.210154	0
RALB	16270	1	-0.210197	0
ARSJ	16271	1	-0.210209	0
GMPR2	16272	1	-0.210218	0
CCL11	16273	1	-0.210226	0
CST1	16274	1	-0.210237	0
ECHS1	16275	1	-0.210283	0
HLA-F	16276	1	-0.210304	0
GPR65	16277	1	-0.210446	0
OR2D2	16278	1	-0.210598	0
LYPD6	16279	1	-0.210633	0
AGFG1	16280	1	-0.210636	0
GRK4	16281	1	-0.210671	0
CEACAM3	16282	1	-0.210697	0
PPIC	16283	1	-0.210701	0
ZNF280B	16284	1	-0.210841	0
OR11H12	16285	1	-0.21085	0
CD5	16286	1	-0.210871	0
C3orf33	16287	1	-0.21104	0
COX15	16288	1	-0.211126	0
SPATA20	16289	1	-0.211211	0
SLC34A3	16290	1	-0.211239	0
FAM111A	16291	1	-0.211241	0
MYCN	16292	1	-0.211261	0
CSN3	16293	1	-0.211301	0
ZNF668	16294	1	-0.211321	0
AHCYL2	16295	1	-0.211428	0
PLSCR1	16296	1	-0.211437	0
ABCA8	16297	1	-0.211487	0
SPINK7	16298	1	-0.211504	0
ARMCX6	16299	1	-0.211536	0
PCDHB12	16300	1	-0.211677	0
TOMM20L	16301	1	-0.211735	0
EFNB2	16302	1	-0.211938	0
LMAN1	16303	1	-0.211958	0
OR1N2	16304	1	-0.2121	0
SPP1	16305	1	-0.212131	0
AMPD1	16306	1	-0.212146	0
POU3F1	16307	1	-0.212253	0
CRIM1	16308	1	-0.212314	0
FZD2	16309	1	-0.212626	0
ZNF606	16310	1	-0.21268	0
RDH5	16311	1	-0.212693	0
MVP	16312	1	-0.212729	0
MCHR1	16313	1	-0.212771	0
ABCB11	16314	1	-0.212919	0
OR1L4	16315	1	-0.212922	0
TMEM250	16316	1	-0.212924	0
DNAJC12	16317	1	-0.213094	0
UROC1	16318	1	-0.213143	0
KRT9	16319	1	-0.213163	0
DMBT1	16320	1	-0.213179	0
MAP4K2	16321	1	-0.213195	0
ATP1A3	16322	1	-0.213229	0
SEC14L4	16323	1	-0.213254	0
MMP10	16324	1	-0.213408	0
NEK6	16325	1	-0.213535	0
CLN6	16326	1	-0.213594	0
SPACA5B	16327	1	-0.213785	0
NCEH1	16328	1	-0.213787	0
ADIRF	16329	1	-0.21379	0
BCAT2	16330	1	-0.21386	0
CASP4	16331	1	-0.213944	0
SPNS1	16332	1	-0.214005	0
ZNF157	16333	1	-0.214063	0
ITIH2	16334	1	-0.214129	0
UBR3	16335	1	-0.214132	0
FCN1	16336	1	-0.214245	0
HEBP2	16337	1	-0.214276	0
GFOD1	16338	1	-0.214295	0
DENND4B	16339	1	-0.214425	0
MBNL2	16340	1	-0.214562	0
PIGN	16341	1	-0.214628	0
CD47	16342	1	-0.214878	0
SCN7A	16343	1	-0.214911	0
PM20D1	16344	1	-0.214977	0
EDNRB	16345	1	-0.215001	0
UGT1A10	16346	1	-0.215032	0
TMEM248	16347	1	-0.215034	0
ADCYAP1R1	16348	1	-0.215055	0
EPS8L2	16349	1	-0.215154	0
SYAP1	16350	1	-0.215176	0
VSIG10	16351	1	-0.215184	0
TAF9B	16352	1	-0.215316	0
OR9A4	16353	1	-0.215482	0
GNB5	16354	1	-0.21551	0
PSKH2	16355	1	-0.215547	0
CDH4	16356	1	-0.215656	0
MSANTD4	16357	1	-0.215761	0
OR7G2	16358	1	-0.215837	0
PRRC2C	16359	1	-0.215843	0
C9orf57	16360	1	-0.215943	0
ANKRD20A2	16361	1	-0.215957	0
TGFB1I1	16362	1	-0.216025	0
CXCL11	16363	1	-0.216031	0
PWWP2B	16364	1	-0.216061	0
C1orf137	16365	1	-0.216086	0
LGI1	16366	1	-0.216181	0
ASB15	16367	1	-0.216192	0
NT5DC1	16368	1	-0.216203	0
STRA8	16369	1	-0.216306	0
C20orf144	16370	1	-0.216325	0
ZNF256	16371	1	-0.216341	0
CNTF	16372	1	-0.216352	0
RABEP2	16373	1	-0.216361	0
P2RX6	16374	1	-0.21637	0
IFIT5	16375	1	-0.216426	0
CALCOCO1	16376	1	-0.216459	0
BLVRB	16377	1	-0.216496	0
TMEM236	16378	1	-0.216617	0
DAO	16379	1	-0.216761	0
UNC5C	16380	1	-0.216765	0
C14orf28	16381	1	-0.216765	0
DUSP27	16382	1	-0.216801	0
CYP2C9	16383	1	-0.217011	0
TNPO1	16384	1	-0.217077	0
GLTSCR1	16385	1	-0.217099	0
CYP27B1	16386	1	-0.217167	0
OR10H2	16387	1	-0.217179	0
AMY2A	16388	1	-0.217251	0
SLC7A9	16389	1	-0.217322	0
ACTR3C	16390	1	-0.217399	0
TTC37	16391	1	-0.217512	0
CCL28	16392	1	-0.217622	0
IGSF9B	16393	1	-0.217764	0
INHBB	16394	1	-0.217806	0
RCOR2	16395	1	-0.217811	0
KRT32	16396	1	-0.217817	0
ZFHX2	16397	1	-0.217921	0
MMP9	16398	1	-0.217926	0
HPS1	16399	1	-0.218039	0
FAM156B	16400	1	-0.218081	0
GJD4	16401	1	-0.218082	0
DXO	16402	1	-0.218113	0
OR5W2	16403	1	-0.218113	0
DNASE1L3	16404	1	-0.218119	0
CLEC4A	16405	1	-0.218176	0
SLC52A3	16406	1	-0.218208	0
RGS8	16407	1	-0.218331	0
LOC100996634	16408	1	-0.218347	0
ESRRA	16409	1	-0.218432	0
MRS2	16410	1	-0.21847	0
SMC1B	16411	1	-0.2185	0
IL27RA	16412	1	-0.21852	0
PROC	16413	1	-0.218559	0
HSFY2	16414	1	-0.21859	0
PRDM8	16415	1	-0.218649	0
ASGR2	16416	1	-0.218772	0
CCDC107	16417	1	-0.218965	0
LNP1	16418	1	-0.21901	0
LYPLA2	16419	1	-0.219047	0
NPW	16420	1	-0.219129	0
TRMT10B	16421	1	-0.219282	0
ZNF229	16422	1	-0.219366	0
TWF2	16423	1	-0.219381	0
TRIML1	16424	1	-0.2194	0
OR8D4	16425	1	-0.219436	0
CDC42BPA	16426	1	-0.219448	0
PSG9	16427	1	-0.219514	0
KCNC3	16428	1	-0.21958	0
SLC39A13	16429	1	-0.219594	0
RIN3	16430	1	-0.2196	0
KRT4	16431	1	-0.219643	0
AOAH	16432	1	-0.21968	0
NEGR1	16433	1	-0.219731	0
LAT	16434	1	-0.219831	0
PPM1B	16435	1	-0.219911	0
SSTR4	16436	1	-0.220009	0
MBNL3	16437	1	-0.220017	0
CCDC50	16438	1	-0.2202	0
UBE2W	16439	1	-0.220204	0
DENND1B	16440	1	-0.220204	0
KCNIP4	16441	1	-0.220236	0
NFAT5	16442	1	-0.220256	0
MEIKIN	16443	1	-0.220267	0
CHPT1	16444	1	-0.220272	0
S100A14	16445	1	-0.22033	0
PIM3	16446	1	-0.220332	0
UBD	16447	1	-0.220387	0
FNDC8	16448	1	-0.220443	0
ZNF638	16449	1	-0.220553	0
TPP1	16450	1	-0.220562	0
LRRC3	16451	1	-0.220675	0
CCDC152	16452	1	-0.220746	0
C1orf158	16453	1	-0.220792	0
AGMO	16454	1	-0.220895	0
FAM72B	16455	1	-0.2209	0
LIMS3	16456	1	-0.22116	0
CASP12	16457	1	-0.221182	0
ADGRE3	16458	1	-0.221203	0
TNFRSF14	16459	1	-0.221304	0
SOX18	16460	1	-0.221304	0
SLC7A13	16461	1	-0.221353	0
FIBCD1	16462	1	-0.221357	0
EFCAB3	16463	1	-0.221486	0
TM4SF1	16464	1	-0.221497	0
KRT7	16465	1	-0.221508	0
FOXD4L4	16466	1	-0.221593	0
FBXL16	16467	1	-0.221602	0
CLEC7A	16468	1	-0.221676	0
ZNF304	16469	1	-0.221684	0
STMN2	16470	1	-0.221809	0
PDCD4	16471	1	-0.22183	0
KRTAP2-4	16472	1	-0.221864	0
CACNB4	16473	1	-0.221994	0
FBXO10	16474	1	-0.222019	0
MT1A	16475	1	-0.222078	0
CRYGC	16476	1	-0.222118	0
NPIPB15	16477	1	-0.222119	0
PLA2R1	16478	1	-0.222127	0
DCD	16479	1	-0.222193	0
DNAH11	16480	1	-0.222195	0
LPAR6	16481	1	-0.222239	0
SPATA31A1	16482	1	-0.222343	0
NPBWR1	16483	1	-0.222408	0
PNOC	16484	1	-0.222492	0
MZB1	16485	1	-0.222522	0
CTXN3	16486	1	-0.222525	0
DNAJB4	16487	1	-0.222643	0
FERMT3	16488	1	-0.222845	0
LRRC56	16489	1	-0.222893	0
RTP1	16490	1	-0.222905	0
ZNF596	16491	1	-0.222933	0
ACMSD	16492	1	-0.222962	0
HTR1D	16493	1	-0.222984	0
ZNF260	16494	1	-0.223134	0
SCTR	16495	1	-0.223167	0
KCNK3	16496	1	-0.223201	0
RECQL5	16497	1	-0.223251	0
CSRP3	16498	1	-0.223279	0
LY6L	16499	1	-0.223313	0
SHROOM1	16500	1	-0.223332	0
MMP21	16501	1	-0.22347	0
TRAPPC3L	16502	1	-0.223477	0
PMP22	16503	1	-0.223568	0
NRARP	16504	1	-0.223634	0
RIT1	16505	1	-0.223691	0
LRRC40	16506	1	-0.223762	0
ABCD4	16507	1	-0.223804	0
ZNF224	16508	1	-0.22381	0
PPP1R14C	16509	1	-0.223917	0
CCDC78	16510	1	-0.223926	0
C15orf59	16511	1	-0.223932	0
METTL24	16512	1	-0.223968	0
SKOR2	16513	1	-0.223995	0
AS3MT	16514	1	-0.224177	0
OR10C1	16515	1	-0.224287	0
LITAF	16516	1	-0.224354	0
TAS2R60	16517	1	-0.22466	0
AMER3	16518	1	-0.224688	0
OR5H1	16519	1	-0.224754	0
TREML4	16520	1	-0.224757	0
PDCD1LG2	16521	1	-0.22485	0
TSGA10IP	16522	1	-0.22487	0
CAPN6	16523	1	-0.224875	0
FMR1	16524	1	-0.224922	0
SULT1C4	16525	1	-0.224958	0
WDR38	16526	1	-0.224977	0
NSUN7	16527	1	-0.225012	0
ADAM20	16528	1	-0.225103	0
GPR180	16529	1	-0.225147	0
DYNC1I1	16530	1	-0.225176	0
NPAT	16531	1	-0.225188	0
TCP10	16532	1	-0.225286	0
RAB40A	16533	1	-0.225318	0
INSC	16534	1	-0.225353	0
MGST3	16535	1	-0.225379	0
TMPRSS9	16536	1	-0.225474	0
HES2	16537	1	-0.225527	0
OR10A3	16538	1	-0.225688	0
SELENOM	16539	1	-0.225698	0
OR4L1	16540	1	-0.225724	0
RAD23A	16541	1	-0.225902	0
HDC	16542	1	-0.225932	0
HOPX	16543	1	-0.225936	0
LRRIQ4	16544	1	-0.225945	0
RNF10	16545	1	-0.226009	0
LOC285556	16546	1	-0.226183	0
IL10RA	16547	1	-0.22619	0
PSG2	16548	1	-0.226281	0
PRAMEF13	16549	1	-0.226284	0
RAB21	16550	1	-0.226311	0
LOC101927322	16551	1	-0.226357	0
ACBD4	16552	1	-0.226376	0
KCNAB2	16553	1	-0.226383	0
RNF13	16554	1	-0.226437	0
CATIP	16555	1	-0.226444	0
IFT122	16556	1	-0.226465	0
LBHD1	16557	1	-0.226502	0
DMRT2	16558	1	-0.226589	0
MAGEB17	16559	1	-0.226631	0
CER1	16560	1	-0.226681	0
COX7A2L	16561	1	-0.226821	0
GABRA1	16562	1	-0.226827	0
GK2	16563	1	-0.226877	0
SFTPC	16564	1	-0.227137	0
ZNF485	16565	1	-0.22714	0
KNG1	16566	1	-0.227168	0
APOA2	16567	1	-0.227229	0
PDE1A	16568	1	-0.227257	0
ZNF624	16569	1	-0.227283	0
PSTPIP1	16570	1	-0.227298	0
ASB7	16571	1	-0.227304	0
TPTE2	16572	1	-0.227329	0
TLE6	16573	1	-0.227514	0
ZNF701	16574	1	-0.227532	0
REM1	16575	1	-0.22755	0
ZNF92	16576	1	-0.227603	0
NDFIP2	16577	1	-0.227669	0
PROM2	16578	1	-0.227674	0
APOBEC4	16579	1	-0.227811	0
LRRN4CL	16580	1	-0.227879	0
ENO3	16581	1	-0.227907	0
MECOM	16582	1	-0.227942	0
OR5AR1	16583	1	-0.227943	0
SMIM2	16584	1	-0.227984	0
PCP4	16585	1	-0.227986	0
CAV1	16586	1	-0.228018	0
CKMT2	16587	1	-0.228077	0
XKR5	16588	1	-0.228102	0
JCHAIN	16589	1	-0.228217	0
KCNN3	16590	1	-0.228239	0
CDIP1	16591	1	-0.228301	0
ZNF692	16592	1	-0.228326	0
LOC646588	16593	1	-0.228369	0
TRIM40	16594	1	-0.228399	0
TEX15	16595	1	-0.228403	0
NT5C	16596	1	-0.22851	0
KIF27	16597	1	-0.22853	0
RDH8	16598	1	-0.228617	0
PHF21A	16599	1	-0.228618	0
SLC9A3	16600	1	-0.228682	0
PROSER1	16601	1	-0.228697	0
NUDT8	16602	1	-0.228743	0
CCDC146	16603	1	-0.22879	0
OASL	16604	1	-0.228952	0
GDF5	16605	1	-0.22896	0
ROBO1	16606	1	-0.228973	0
C2CD6	16607	1	-0.229141	0
S100A2	16608	1	-0.229166	0
COLEC11	16609	1	-0.229228	0
LAPTM4B	16610	1	-0.229419	0
OR10R2	16611	1	-0.229449	0
OCM	16612	1	-0.229498	0
ABLIM3	16613	1	-0.229625	0
LINGO2	16614	1	-0.229652	0
FANK1	16615	1	-0.229656	0
UBE3B	16616	1	-0.229669	0
OR1L1	16617	1	-0.22971	0
XAGE3	16618	1	-0.229923	0
TMEM52B	16619	1	-0.230045	0
MAF	16620	1	-0.230065	0
RETREG3	16621	1	-0.230085	0
CREBL2	16622	1	-0.230125	0
AFMID	16623	1	-0.230257	0
ZNF274	16624	1	-0.230314	0
GJA5	16625	1	-0.230694	0
TAS1R3	16626	1	-0.230729	0
FAM96A	16627	1	-0.230747	0
GBP7	16628	1	-0.230752	0
MGA	16629	1	-0.230818	0
IER3	16630	1	-0.230846	0
POU6F2	16631	1	-0.230878	0
LCN10	16632	1	-0.231085	0
LACTBL1	16633	1	-0.231259	0
KALRN	16634	1	-0.231266	0
HIST4H4	16635	1	-0.231303	0
SELENOP	16636	1	-0.231334	0
UBN1	16637	1	-0.231375	0
ST7L	16638	1	-0.231498	0
XAGE2	16639	1	-0.231583	0
TTLL8	16640	1	-0.231604	0
WAC	16641	1	-0.231718	0
PSMD10	16642	1	-0.231728	0
RCBTB1	16643	1	-0.231735	0
OR10A4	16644	1	-0.23176	0
OR2A4	16645	1	-0.231816	0
AURKC	16646	1	-0.231835	0
IQSEC2	16647	1	-0.231884	0
EPPIN	16648	1	-0.231911	0
ASB11	16649	1	-0.231916	0
VN1R5	16650	1	-0.231944	0
RAB41	16651	1	-0.231958	0
ZNF568	16652	1	-0.232069	0
PRMT2	16653	1	-0.232123	0
GLRX2	16654	1	-0.232249	0
RNF187	16655	1	-0.232426	0
SMKR1	16656	1	-0.232443	0
PCDHGB3	16657	1	-0.232514	0
TDG	16658	1	-0.23267	0
NYNRIN	16659	1	-0.232696	0
MTRNR2L8	16660	1	-0.232726	0
PRKD3	16661	1	-0.232932	0
CUZD1	16662	1	-0.23298	0
