dataset,count_type,gene,sgRNA,group,sample_id,read_count
CRISPRi-RT112,sizeFactor,LHX5,LHX5-1,T1,T1_1,6301.428816228012
CRISPRi-RT112,sizeFactor,RXFP2,RXFP2-9,T1,T1_1,7565.153285512483
CRISPRi-RT112,sizeFactor,RPL18A,RPL18A-25,T1,T1_1,3976.0038574426403
CRISPRi-RT112,sizeFactor,NPHS2,NPHS2-13,T1,T1_1,4233.047133848121
CRISPRi-RT112,sizeFactor,RPL27,RPL27-12,T1,T1_1,5770.148733222703
CRISPRi-RT112,sizeFactor,IL1F10,IL1F10-6,T1,T1_1,5262.93959248948
CRISPRi-RT112,sizeFactor,IL1F10,IL1F10-17,T1,T1_1,5414.24265819973
CRISPRi-RT112,sizeFactor,COPS2,COPS2-9,T1,T1_1,5777.8858218101595
CRISPRi-RT112,sizeFactor,TAS2R9,TAS2R9-5,T1,T1_1,2992.5339303260175
CRISPRi-RT112,sizeFactor,KRT9,KRT9-6,T1,T1_1,4446.246908258018
CRISPRi-RT112,sizeFactor,NPSR1,NPSR1-14,T1,T1_1,5074.6704368613855
CRISPRi-RT112,sizeFactor,TPH2,TPH2-1,T1,T1_1,7521.3097835169
CRISPRi-RT112,sizeFactor,RPS8,RPS8-2,T1,T1_1,2885.934043121069
CRISPRi-RT112,sizeFactor,LYZL6,LYZL6-14,T1,T1_1,2476.728024495621
CRISPRi-RT112,sizeFactor,PSMB3,PSMB3-3,T1,T1_1,6363.325524927659
CRISPRi-RT112,sizeFactor,RPL5,RPL5-2,T1,T1_1,3629.554224026557
CRISPRi-RT112,sizeFactor,FCRL4,FCRL4-9,T1,T1_1,7418.1486023508205
CRISPRi-RT112,sizeFactor,HTR3D,HTR3D-17,T1,T1_1,5043.722082511561
CRISPRi-RT112,sizeFactor,PSMD6,PSMD6-10,T1,T1_1,1383.2195041351802
CRISPRi-RT112,sizeFactor,RPS7,RPS7-2,T1,T1_1,4073.1473030406983
CRISPRi-RT112,sizeFactor,POU4F2,POU4F2-1,T1,T1_1,6346.99167124303
CRISPRi-RT112,sizeFactor,RPL35A,RPL35A-4,T1,T1_1,13029.257181275818
CRISPRi-RT112,sizeFactor,TAS2R9,TAS2R9-8,T1,T1_1,6640.141361056639
CRISPRi-RT112,sizeFactor,PSMD11,PSMD11-11,T1,T1_1,3100.853170550401
CRISPRi-RT112,sizeFactor,NPHS2,NPHS2-7,T1,T1_1,4373.174404932046
CRISPRi-RT112,sizeFactor,MRGPRD,MRGPRD-2,T1,T1_1,5829.466412393199
CRISPRi-RT112,sizeFactor,RPL36,RPL36-23,T1,T1_1,5676.443993663514
CRISPRi-RT112,sizeFactor,COPS2,COPS2-19,T1,T1_1,5710.831054052208
CRISPRi-RT112,sizeFactor,FAM71B,FAM71B-5,T1,T1_1,4851.15454433488
CRISPRi-RT112,sizeFactor,RPS8,RPS8-6,T1,T1_1,4358.559904266851
CRISPRi-RT112,sizeFactor,CRYGB,CRYGB-10,T1,T1_1,7196.35206284375
CRISPRi-RT112,sizeFactor,VN1R2,VN1R2-3,T1,T1_1,4878.664192645834
CRISPRi-RT112,sizeFactor,ADH7,ADH7-3,T1,T1_1,6313.464287364054
CRISPRi-RT112,sizeFactor,RPS9,RPS9-39,T1,T1_1,3547.025279093694
CRISPRi-RT112,sizeFactor,RPL30,RPL30-16,T1,T1_1,5155.480028774814
CRISPRi-RT112,sizeFactor,PSMD1,PSMD1-12,T1,T1_1,2824.8970109311385
CRISPRi-RT112,sizeFactor,RPL3,RPL3-16,T1,T1_1,2219.68474809014
CRISPRi-RT112,sizeFactor,KRT25,KRT25-1,T1,T1_1,3946.774856112251
CRISPRi-RT112,sizeFactor,PIWIL3,PIWIL3-4,T1,T1_1,6119.177396167938
CRISPRi-RT112,sizeFactor,PSMD6,PSMD6-1,T1,T1_1,2266.1072796148756
CRISPRi-RT112,sizeFactor,DMRTB1,DMRTB1-14,T1,T1_1,4484.932351195298
CRISPRi-RT112,sizeFactor,PLA2G2E,PLA2G2E-3,T1,T1_1,4762.607863833995
CRISPRi-RT112,sizeFactor,RPL11,RPL11-3,T1,T1_1,5409.084599141425
CRISPRi-RT112,sizeFactor,RNASE9,RNASE9-12,T1,T1_1,10509.54533129433
CRISPRi-RT112,sizeFactor,PSMD7,PSMD7-23,T1,T1_1,5928.329211010691
CRISPRi-RT112,sizeFactor,FAM71B,FAM71B-1,T1,T1_1,9055.83235336233
CRISPRi-RT112,sizeFactor,RPL36,RPL36-17,T1,T1_1,4108.394039939109
CRISPRi-RT112,sizeFactor,LHX5,LHX5-8,T1,T1_1,6203.425694120237
CRISPRi-RT112,sizeFactor,RPS13,RPS13-8,T1,T1_1,7057.94414477926
CRISPRi-RT112,sizeFactor,PSMC4,PSMC4-10,T1,T1_1,9853.612154380009
CRISPRi-RT112,sizeFactor,RPL9,RPL9-19,T1,T1_1,4512.441999506253
CRISPRi-RT112,sizeFactor,IL1F10,IL1F10-21,T1,T1_1,6125.19513173596
CRISPRi-RT112,sizeFactor,NLRP5,NLRP5-6,T1,T1_1,4729.940156464737
CRISPRi-RT112,sizeFactor,OTUD6A,OTUD6A-5,T1,T1_1,7644.243524406477
CRISPRi-RT112,sizeFactor,TAAR8,TAAR8-8,T1,T1_1,10450.227652123835
CRISPRi-RT112,sizeFactor,COPS6,COPS6-7,T1,T1_1,7008.082907215655
CRISPRi-RT112,sizeFactor,SAGE1,SAGE1-11,T1,T1_1,6221.478900824301
CRISPRi-RT112,sizeFactor,TAAR1,TAAR1-9,T1,T1_1,8057.747925580512
CRISPRi-RT112,sizeFactor,PSMC2,PSMC2-16,T1,T1_1,6043.525863312813
CRISPRi-RT112,sizeFactor,COPS4,COPS4-8,T1,T1_1,6077.912923701507
CRISPRi-RT112,sizeFactor,LUZP4,LUZP4-10,T1,T1_1,6035.788774725357
CRISPRi-RT112,sizeFactor,OTUD6A,OTUD6A-3,T1,T1_1,8696.487572300486
CRISPRi-RT112,sizeFactor,RPL30,RPL30-10,T1,T1_1,5293.028270329586
CRISPRi-RT112,sizeFactor,TRIM42,TRIM42-7,T1,T1_1,6705.476775795156
CRISPRi-RT112,sizeFactor,ADH7,ADH7-14,T1,T1_1,7308.110009107002
CRISPRi-RT112,sizeFactor,FCRL4,FCRL4-8,T1,T1_1,8069.783396716554
CRISPRi-RT112,sizeFactor,DMRTB1,DMRTB1-3,T1,T1_1,3099.133817530966
CRISPRi-RT112,sizeFactor,RPL36,RPL36-32,T1,T1_1,4223.5906922412305
CRISPRi-RT112,sizeFactor,DMRTB1,DMRTB1-5,T1,T1_1,7242.774594368486
CRISPRi-RT112,sizeFactor,SAGE1,SAGE1-18,T1,T1_1,7447.37760368121
CRISPRi-RT112,sizeFactor,KRT74,KRT74-3,T1,T1_1,5636.8988742165175
CRISPRi-RT112,sizeFactor,PSMC4,PSMC4-13,T1,T1_1,4562.3032370698575
CRISPRi-RT112,sizeFactor,PSMB3,PSMB3-15,T1,T1_1,6928.992668321661
CRISPRi-RT112,sizeFactor,NLRP5,NLRP5-1,T1,T1_1,9814.067034933012
CRISPRi-RT112,sizeFactor,TRIM42,TRIM42-13,T1,T1_1,3280.5255610813224
CRISPRi-RT112,sizeFactor,POU4F2,POU4F2-9,T1,T1_1,6984.01196494357
CRISPRi-RT112,sizeFactor,PSMD7,PSMD7-5,T1,T1_1,2052.047828695261
CRISPRi-RT112,sizeFactor,LYZL6,LYZL6-3,T1,T1_1,4853.733573864032
CRISPRi-RT112,sizeFactor,RPL36,RPL36-5,T1,T1_1,8303.615407359668
CRISPRi-RT112,sizeFactor,RNASE9,RNASE9-8,T1,T1_1,10846.538523103523
CRISPRi-RT112,sizeFactor,LYZL6,LYZL6-15,T1,T1_1,6658.194567760703
CRISPRi-RT112,sizeFactor,FAM71B,FAM71B-2,T1,T1_1,10212.097258932135
CRISPRi-RT112,sizeFactor,RPL18A,RPL18A-3,T1,T1_1,5071.231730822516
CRISPRi-RT112,sizeFactor,RNASE9,RNASE9-4,T1,T1_1,5363.521744126408
CRISPRi-RT112,sizeFactor,NPHS2,NPHS2-15,T1,T1_1,3582.2720159921046
CRISPRi-RT112,sizeFactor,RPL3,RPL3-7,T1,T1_1,2208.5089534638146
CRISPRi-RT112,sizeFactor,PSMC4,PSMC4-3,T1,T1_1,7165.403708493926
CRISPRi-RT112,sizeFactor,COPS4,COPS4-1,T1,T1_1,2512.834437903749
CRISPRi-RT112,sizeFactor,KRT77,KRT77-7,T1,T1_1,5115.934909327817
CRISPRi-RT112,sizeFactor,NPSR1,NPSR1-3,T1,T1_1,4545.969383385229
CRISPRi-RT112,sizeFactor,LHX5,LHX5-9,T1,T1_1,8230.542904033695
CRISPRi-RT112,sizeFactor,PSMD11,PSMD11-24,T1,T1_1,6418.344821549568
CRISPRi-RT112,sizeFactor,ADH7,ADH7-12,T1,T1_1,8740.331074296071
CRISPRi-RT112,sizeFactor,PIWIL3,PIWIL3-8,T1,T1_1,5082.407525448841
CRISPRi-RT112,sizeFactor,RPL27,RPL27-18,T1,T1_1,7217.843975586683
CRISPRi-RT112,sizeFactor,RPS27,RPS27-10,T1,T1_1,6566.209181220948
CRISPRi-RT112,sizeFactor,COPS8,COPS8-24,T1,T1_1,4049.076360768613
CRISPRi-RT112,sizeFactor,RPS11,RPS11-11,T1,T1_1,4630.217681337527
CRISPRi-RT112,sizeFactor,COPS8,COPS8-32,T1,T1_1,8257.192875834931
CRISPRi-RT112,sizeFactor,PSMB3,PSMB3-5,T1,T1_1,4319.014784819854
CRISPRi-RT112,sizeFactor,FCRL4,FCRL4-7,T1,T1_1,6311.74493434462
CRISPRi-RT112,sizeFactor,IL22,IL22-4,T1,T1_1,6582.543034905578
CRISPRi-RT112,sizeFactor,LUZP4,LUZP4-4,T1,T1_1,7037.311908546044
CRISPRi-RT112,sizeFactor,DMRTB1,DMRTB1-9,T1,T1_1,4310.418019722681
CRISPRi-RT112,sizeFactor,RPL5,RPL5-12,T1,T1_1,4310.418019722681
CRISPRi-RT112,sizeFactor,RPL36,RPL36-18,T1,T1_1,8830.59710781639
CRISPRi-RT112,sizeFactor,SAGE1,SAGE1-16,T1,T1_1,5910.276004306627
CRISPRi-RT112,sizeFactor,SPATA16,SPATA16-2,T1,T1_1,7763.738559257186
CRISPRi-RT112,sizeFactor,HTR3D,HTR3D-18,T1,T1_1,7985.535098764257
CRISPRi-RT112,sizeFactor,PSMB2,PSMB2-22,T1,T1_1,5725.445554717402
CRISPRi-RT112,sizeFactor,VN1R2,VN1R2-1,T1,T1_1,4217.57295667321
CRISPRi-RT112,sizeFactor,TAS2R9,TAS2R9-1,T1,T1_1,6118.317719658221
CRISPRi-RT112,sizeFactor,RPL30,RPL30-24,T1,T1_1,7094.910234697105
CRISPRi-RT112,sizeFactor,KRT74,KRT74-9,T1,T1_1,7517.011400968313
CRISPRi-RT112,sizeFactor,TAAR8,TAAR8-3,T1,T1_1,3466.215687180265
CRISPRi-RT112,sizeFactor,IL1F10,IL1F10-5,T1,T1_1,7056.224791759825
CRISPRi-RT112,sizeFactor,MAGEB3,MAGEB3-10,T1,T1_1,7300.372920519547
CRISPRi-RT112,sizeFactor,ABCG8,ABCG8-4,T1,T1_1,4610.445121614028
CRISPRi-RT112,sizeFactor,CYP7A1,CYP7A1-4,T1,T1_1,8147.154282591114
CRISPRi-RT112,sizeFactor,LUZP4,LUZP4-7,T1,T1_1,6582.543034905578
CRISPRi-RT112,sizeFactor,RPL30,RPL30-19,T1,T1_1,11510.2087886053
CRISPRi-RT112,sizeFactor,RPS19,RPS19-4,T1,T1_1,4346.524433130809
CRISPRi-RT112,sizeFactor,SAGE1,SAGE1-28,T1,T1_1,6498.294736953279
CRISPRi-RT112,sizeFactor,VN1R2,VN1R2-9,T1,T1_1,3237.541735595456
CRISPRi-RT112,sizeFactor,OR52E8,OR52E8-8,T1,T1_1,7202.369798411771
CRISPRi-RT112,sizeFactor,PSMC4,PSMC4-8,T1,T1_1,5983.348507632601
CRISPRi-RT112,sizeFactor,PLA2G2E,PLA2G2E-18,T1,T1_1,5855.256707684719
CRISPRi-RT112,sizeFactor,LHX5,LHX5-7,T1,T1_1,8414.513677113204
CRISPRi-RT112,sizeFactor,MRGPRD,MRGPRD-9,T1,T1_1,5520.842545404678
CRISPRi-RT112,sizeFactor,HTR3D,HTR3D-1,T1,T1_1,5094.442996584884
CRISPRi-RT112,sizeFactor,TAS2R13,TAS2R13-6,T1,T1_1,4292.364813018617
CRISPRi-RT112,sizeFactor,PSMC2,PSMC2-24,T1,T1_1,8807.385842054022
CRISPRi-RT112,sizeFactor,DMRTB1,DMRTB1-6,T1,T1_1,5186.428383124638
CRISPRi-RT112,sizeFactor,PSMC1,PSMC1-9,T1,T1_1,6475.943147700629
CRISPRi-RT112,sizeFactor,RPL35A,RPL35A-11,T1,T1_1,10597.232335285498
CRISPRi-RT112,sizeFactor,OLIG2,OLIG2-11,T1,T1_1,5685.900435270405
CRISPRi-RT112,sizeFactor,RPL27,RPL27-6,T1,T1_1,9459.020636419757
CRISPRi-RT112,sizeFactor,FCRL4,FCRL4-6,T1,T1_1,4981.825373811914
CRISPRi-RT112,sizeFactor,NLRP5,NLRP5-3,T1,T1_1,5358.363685068103
CRISPRi-RT112,sizeFactor,CRYGB,CRYGB-17,T1,T1_1,8877.879315850843
CRISPRi-RT112,sizeFactor,COPA,COPA-5,T1,T1_1,6484.539912797803
CRISPRi-RT112,sizeFactor,RPS19,RPS19-5,T1,T1_1,3243.559471163477
CRISPRi-RT112,sizeFactor,OC90,OC90-1,T1,T1_1,10658.269367475428
CRISPRi-RT112,sizeFactor,LUZP4,LUZP4-6,T1,T1_1,7339.918039966544
CRISPRi-RT112,sizeFactor,RPL3,RPL3-3,T1,T1_1,3692.310609235922
CRISPRi-RT112,sizeFactor,OTUD6A,OTUD6A-4,T1,T1_1,8052.5898665222085
CRISPRi-RT112,sizeFactor,RPL9,RPL9-4,T1,T1_1,4594.9709444391165
CRISPRi-RT112,sizeFactor,COPA,COPA-3,T1,T1_1,6276.498197446209
CRISPRi-RT112,sizeFactor,RXFP2,RXFP2-4,T1,T1_1,9587.972112877356
CRISPRi-RT112,sizeFactor,IL1F10,IL1F10-15,T1,T1_1,5862.993796272174
CRISPRi-RT112,sizeFactor,LUZP4,LUZP4-9,T1,T1_1,4472.037203549538
CRISPRi-RT112,sizeFactor,HTR3D,HTR3D-3,T1,T1_1,7217.843975586683
CRISPRi-RT112,sizeFactor,TAAR8,TAAR8-6,T1,T1_1,5027.388228826932
CRISPRi-RT112,sizeFactor,KRT9,KRT9-10,T1,T1_1,8295.878318772211
CRISPRi-RT112,sizeFactor,RPL27,RPL27-10,T1,T1_1,4939.701224835765
CRISPRi-RT112,sizeFactor,POU4F2,POU4F2-8,T1,T1_1,3957.9506507385763
CRISPRi-RT112,sizeFactor,ADH7,ADH7-2,T1,T1_1,8448.900737501895
CRISPRi-RT112,sizeFactor,IL22,IL22-6,T1,T1_1,7349.374481573434
CRISPRi-RT112,sizeFactor,TAS2R13,TAS2R13-8,T1,T1_1,8879.598668870278
CRISPRi-RT112,sizeFactor,SAGE1,SAGE1-17,T1,T1_1,4384.350199558371
CRISPRi-RT112,sizeFactor,OC90,OC90-10,T1,T1_1,8296.73799528193
CRISPRi-RT112,sizeFactor,KRT9,KRT9-4,T1,T1_1,6155.283809576066
CRISPRi-RT112,sizeFactor,DMRTB1,DMRTB1-10,T1,T1_1,6745.021895242153
CRISPRi-RT112,sizeFactor,RPL9,RPL9-20,T1,T1_1,8906.248640671514
CRISPRi-RT112,sizeFactor,KRT74,KRT74-5,T1,T1_1,7755.141794160013
CRISPRi-RT112,sizeFactor,CRYGB,CRYGB-11,T1,T1_1,7449.956633210361
CRISPRi-RT112,sizeFactor,NUP133,NUP133-1,T1,T1_1,4939.701224835765
CRISPRi-RT112,sizeFactor,RPL11,RPL11-11,T1,T1_1,4646.551535022156
CRISPRi-RT112,sizeFactor,OR12D2,OR12D2-7,T1,T1_1,9392.825545171521
CRISPRi-RT112,sizeFactor,HTR3D,HTR3D-11,T1,T1_1,5673.864964134363
CRISPRi-RT112,sizeFactor,SAGE1,SAGE1-21,T1,T1_1,6628.965566430314
CRISPRi-RT112,sizeFactor,SAGE1,SAGE1-5,T1,T1_1,4316.435755290702
CRISPRi-RT112,sizeFactor,IL22,IL22-12,T1,T1_1,6693.4413046591135
CRISPRi-RT112,sizeFactor,FCRL4,FCRL4-10,T1,T1_1,14736.574729574431
CRISPRi-RT112,sizeFactor,MRGPRD,MRGPRD-5,T1,T1_1,4763.467540343712
CRISPRi-RT112,sizeFactor,RPS7,RPS7-3,T1,T1_1,5451.208748117575
CRISPRi-RT112,sizeFactor,PSMA3,PSMA3-24,T1,T1_1,5109.057497250078
CRISPRi-RT112,sizeFactor,DMRTC2,DMRTC2-1,T1,T1_1,9768.504179917994
CRISPRi-RT112,sizeFactor,PSMB2,PSMB2-6,T1,T1_1,2638.3472083224788
CRISPRi-RT112,sizeFactor,KRT25,KRT25-3,T1,T1_1,12216.862879592944
CRISPRi-RT112,sizeFactor,PSMC4,PSMC4-1,T1,T1_1,6845.60404687908
CRISPRi-RT112,sizeFactor,RPL35A,RPL35A-12,T1,T1_1,6142.388661930306
CRISPRi-RT112,sizeFactor,PSMA3,PSMA3-14,T1,T1_1,6768.23316100452
CRISPRi-RT112,sizeFactor,KRT9,KRT9-17,T1,T1_1,3579.6929864629524
CRISPRi-RT112,sizeFactor,OR9Q2,OR9Q2-5,T1,T1_1,5131.409086502729
CRISPRi-RT112,sizeFactor,TPH2,TPH2-14,T1,T1_1,5220.815443513331
CRISPRi-RT112,sizeFactor,RPS3A,RPS3A-6,T1,T1_1,10004.055543580542
CRISPRi-RT112,sizeFactor,RPS24,RPS24-12,T1,T1_1,3704.346080371965
CRISPRi-RT112,sizeFactor,OR12D2,OR12D2-8,T1,T1_1,11388.13472422544
CRISPRi-RT112,sizeFactor,COPZ1,COPZ1-18,T1,T1_1,14511.339484028491
CRISPRi-RT112,sizeFactor,IL22,IL22-7,T1,T1_1,3698.3283448039438
CRISPRi-RT112,sizeFactor,KRT9,KRT9-3,T1,T1_1,3406.038331500052
CRISPRi-RT112,sizeFactor,TAS2R9,TAS2R9-7,T1,T1_1,7639.085465348174
CRISPRi-RT112,sizeFactor,RPS19,RPS19-19,T1,T1_1,8396.46047040914
CRISPRi-RT112,sizeFactor,TAAR1,TAAR1-17,T1,T1_1,5697.07622989673
CRISPRi-RT112,sizeFactor,OLIG2,OLIG2-20,T1,T1_1,9741.854208116756
CRISPRi-RT112,sizeFactor,PSMC2,PSMC2-36,T1,T1_1,8084.397897381749
CRISPRi-RT112,sizeFactor,PSMD11,PSMD11-14,T1,T1_1,6501.733442992149
CRISPRi-RT112,sizeFactor,RPL3,RPL3-6,T1,T1_1,8697.347248810203
CRISPRi-RT112,sizeFactor,MAGEB3,MAGEB3-4,T1,T1_1,9499.42543237647
CRISPRi-RT112,sizeFactor,RPL30,RPL30-13,T1,T1_1,8878.73899236056
CRISPRi-RT112,sizeFactor,FCRL4,FCRL4-2,T1,T1_1,6997.766789099047
CRISPRi-RT112,sizeFactor,RPS3A,RPS3A-9,T1,T1_1,12903.744410857089
CRISPRi-RT112,sizeFactor,COPS2,COPS2-11,T1,T1_1,6951.344257574311
CRISPRi-RT112,sizeFactor,TAAR8,TAAR8-1,T1,T1_1,4208.976191576036
CRISPRi-RT112,sizeFactor,TAAR8,TAAR8-9,T1,T1_1,7252.2310359753765
CRISPRi-RT112,sizeFactor,DEFB129,DEFB129-5,T1,T1_1,9326.630453923288
CRISPRi-RT112,sizeFactor,ABCG8,ABCG8-7,T1,T1_1,6045.245216332248
CRISPRi-RT112,sizeFactor,DMRTB1,DMRTB1-2,T1,T1_1,8491.024886478046
CRISPRi-RT112,sizeFactor,COPS8,COPS8-34,T1,T1_1,6555.033386594623
CRISPRi-RT112,sizeFactor,DEFB129,DEFB129-6,T1,T1_1,5979.050125084013
CRISPRi-RT112,sizeFactor,PSMC2,PSMC2-12,T1,T1_1,9760.767091330537
CRISPRi-RT112,sizeFactor,RPL27,RPL27-2,T1,T1_1,3816.1040266352175
CRISPRi-RT112,sizeFactor,POLR2A,POLR2A-5,T1,T1_1,10402.945444089382
CRISPRi-RT112,sizeFactor,CABP5,CABP5-2,T1,T1_1,4890.6996637818775
CRISPRi-RT112,sizeFactor,DMRTC2,DMRTC2-8,T1,T1_1,4046.4973312394613
CRISPRi-RT112,sizeFactor,MAGEB3,MAGEB3-7,T1,T1_1,7876.356182030156
CRISPRi-RT112,sizeFactor,OLIG2,OLIG2-4,T1,T1_1,5158.059058303966
CRISPRi-RT112,sizeFactor,RPS3A,RPS3A-25,T1,T1_1,14154.573732495799
CRISPRi-RT112,sizeFactor,RPS24,RPS24-5,T1,T1_2,941.5909389524658
CRISPRi-RT112,sizeFactor,RPL11,RPL11-5,T1,T1_2,823.9978207903879
CRISPRi-RT112,sizeFactor,PSMA3,PSMA3-5,T1,T1_2,710.6346709075214
CRISPRi-RT112,sizeFactor,PSMA3,PSMA3-3,T1,T1_2,840.9176939072336
CRISPRi-RT112,sizeFactor,RPL34,RPL34-28,T1,T1_2,333.3215004018612
CRISPRi-RT112,sizeFactor,RPS8,RPS8-20,T1,T1_2,1157.319321192249
CRISPRi-RT112,sizeFactor,RPL30,RPL30-17,T1,T1_2,1363.741773217767
CRISPRi-RT112,sizeFactor,COPZ1,COPZ1-5,T1,T1_2,1433.1132529968347
CRISPRi-RT112,sizeFactor,POLR2D,POLR2D-2,T1,T1_2,2030.3847740214896
CRISPRi-RT112,sizeFactor,COPZ1,COPZ1-11,T1,T1_2,833.303751004653
CRISPRi-RT112,sizeFactor,PSMC2,PSMC2-6,T1,T1_2,1042.264183997698
CRISPRi-RT112,sizeFactor,RPS7,RPS7-11,T1,T1_2,1093.8697970040776
CRISPRi-RT112,sizeFactor,RPL30,RPL30-1,T1,T1_2,829.0737827254416
CRISPRi-RT112,sizeFactor,POLR2D,POLR2D-7,T1,T1_2,437.3787200704625
CRISPRi-RT112,sizeFactor,RPS24,RPS24-20,T1,T1_2,1719.0591086715278
CRISPRi-RT112,sizeFactor,PSMD1,PSMD1-9,T1,T1_2,698.7907597257293
CRISPRi-RT112,sizeFactor,PSMD1,PSMD1-1,T1,T1_2,2204.659467125001
CRISPRi-RT112,sizeFactor,RPS8,RPS8-11,T1,T1_2,1158.1653148480914
CRISPRi-RT112,sizeFactor,RPL34,RPL34-15,T1,T1_2,1206.3869532311016
CRISPRi-RT112,sizeFactor,RPL11,RPL11-2,T1,T1_2,692.022810478991
CRISPRi-RT112,sizeFactor,POLA1,POLA1-22,T1,T1_2,1587.9300920159733
CRISPRi-RT112,sizeFactor,RPL6,RPL6-18,T1,T1_2,585.4276098428628
CRISPRi-RT112,sizeFactor,PSMD11,PSMD11-6,T1,T1_2,1076.9499238872318
CRISPRi-RT112,sizeFactor,RPL36,RPL36-9,T1,T1_2,1612.4639080353995
CRISPRi-RT112,sizeFactor,RPL34,RPL34-17,T1,T1_2,251.26011578515934
CRISPRi-RT112,sizeFactor,NUP205,NUP205-3,T1,T1_2,608.2694385506046
CRISPRi-RT112,sizeFactor,RPL6,RPL6-13,T1,T1_2,1010.9624187315334
CRISPRi-RT112,sizeFactor,RPL30,RPL30-15,T1,T1_2,630.2652736025041
CRISPRi-RT112,sizeFactor,RPL6,RPL6-15,T1,T1_2,759.7023029463741
CRISPRi-RT112,sizeFactor,PSMC1,PSMC1-1,T1,T1_2,551.5878636091713
CRISPRi-RT112,sizeFactor,RPL36,RPL36-7,T1,T1_2,1235.1507375297394
CRISPRi-RT112,sizeFactor,PSMD1,PSMD1-24,T1,T1_2,802.8479793943307
CRISPRi-RT112,sizeFactor,RPS8,RPS8-18,T1,T1_2,1039.726203030171
CRISPRi-RT112,sizeFactor,RPL36,RPL36-27,T1,T1_2,368.85323394723724
CRISPRi-RT112,sizeFactor,RPL11,RPL11-1,T1,T1_2,491.52231404436895
CRISPRi-RT112,sizeFactor,COPZ1,COPZ1-19,T1,T1_2,366.3152529797104
CRISPRi-RT112,sizeFactor,RPS19,RPS19-8,T1,T1_2,2059.1485583201274
CRISPRi-RT112,sizeFactor,NUP93,NUP93-12,T1,T1_2,524.5160666222181
CRISPRi-RT112,sizeFactor,RPS24,RPS24-7,T1,T1_2,884.0633703551903
CRISPRi-RT112,sizeFactor,RPL9,RPL9-1,T1,T1_2,1567.6262442757584
CRISPRi-RT112,sizeFactor,NUP93,NUP93-5,T1,T1_2,432.3027581354088
CRISPRi-RT112,sizeFactor,NUP93,NUP93-9,T1,T1_2,233.4942490124713
CRISPRi-RT112,sizeFactor,POLR2A,POLR2A-2,T1,T1_2,1139.553454419561
CRISPRi-RT112,sizeFactor,COPB1,COPB1-14,T1,T1_2,483.90837114178834
CRISPRi-RT112,sizeFactor,RPS7,RPS7-20,T1,T1_2,578.6596605961245
CRISPRi-RT112,sizeFactor,COPZ1,COPZ1-6,T1,T1_2,436.53272641462024
CRISPRi-RT112,sizeFactor,POLA1,POLA1-3,T1,T1_2,862.913528959133
CRISPRi-RT112,sizeFactor,RPS8,RPS8-13,T1,T1_2,496.5982759794227
CRISPRi-RT112,sizeFactor,RPL6,RPL6-2,T1,T1_2,560.8937938234365
CRISPRi-RT112,sizeFactor,POLR2A,POLR2A-6,T1,T1_2,401.8469865250865
CRISPRi-RT112,sizeFactor,POLR2D,POLR2D-6,T1,T1_2,512.6721554404261
CRISPRi-RT112,sizeFactor,POLA1,POLA1-26,T1,T1_2,1647.9956415807758
CRISPRi-RT112,sizeFactor,RPL11,RPL11-8,T1,T1_2,1079.4879048547587
CRISPRi-RT112,sizeFactor,POLR2D,POLR2D-12,T1,T1_2,2124.2900698199833
CRISPRi-RT112,sizeFactor,PSMA3,PSMA3-2,T1,T1_2,719.0946074659443
CRISPRi-RT112,sizeFactor,COPZ1,COPZ1-14,T1,T1_2,1028.7282855042213
CRISPRi-RT112,sizeFactor,PSMD1,PSMD1-7,T1,T1_2,1248.6866360232161
CRISPRi-RT112,sizeFactor,RPS7,RPS7-14,T1,T1_2,353.6253481420761
CRISPRi-RT112,sizeFactor,RPL11,RPL11-7,T1,T1_2,1152.2433592571954
CRISPRi-RT112,sizeFactor,RPL34,RPL34-25,T1,T1_2,290.17582395390457
CRISPRi-RT112,sizeFactor,COPZ1,COPZ1-9,T1,T1_2,1945.785408437261
CRISPRi-RT112,sizeFactor,RPS24,RPS24-16,T1,T1_2,1251.224616990743
CRISPRi-RT112,sizeFactor,RPL6,RPL6-10,T1,T1_2,936.5149770174121
CRISPRi-RT112,sizeFactor,PSMA3,PSMA3-1,T1,T1_2,1087.9478414131815
CRISPRi-RT112,sizeFactor,RPL5,RPL5-24,T1,T1_2,1787.584594794753
CRISPRi-RT112,sizeFactor,PSMC2,PSMC2-1,T1,T1_2,1345.1299127892369
CRISPRi-RT112,sizeFactor,COPZ1,COPZ1-1,T1,T1_2,549.0498826416444
CRISPRi-RT112,sizeFactor,COPZ1,COPZ1-8,T1,T1_2,2686.0298572992624
CRISPRi-RT112,sizeFactor,RPL11,RPL11-10,T1,T1_2,394.2330436225059
CRISPRi-RT112,sizeFactor,NUP93,NUP93-2,T1,T1_2,392.5410563108213
CRISPRi-RT112,sizeFactor,PSMD7,PSMD7-25,T1,T1_2,1185.2371118350445
CRISPRi-RT112,sizeFactor,NUP205,NUP205-4,T1,T1_2,411.99891039519395
CRISPRi-RT112,sizeFactor,RPS27,RPS27-6,T1,T1_2,1638.6897113665104
CRISPRi-RT112,sizeFactor,RPL11,RPL11-9,T1,T1_2,939.0529579849389
CRISPRi-RT112,sizeFactor,RPL36,RPL36-38,T1,T1_2,926.3630531473046
